PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE
13168		OC	OCCASION	N	25
13169		AR	ARTWORK	Y	1390
13170		AR	ARTWORK	Y	306
13171		AR	ARTWORK	Y	195
13172		AR	ARTWORK	Y	495
13173		AR	ARTWORK	Y	640
13174		AR	ARTWORK	Y	495
13175		AR	ARTWORK	Y	795
13176		AR	ARTWORK	Y	940
13177		AR	ARTWORK	Y	745
13178		AR	ARTWORK	Y	340
13179		AR	ARTWORK	Y	375
13180		AR	ARTWORK	Y	840
13181		AR	ARTWORK	Y	540
13182		AR	ARTWORK	Y	195
13183		AR	ARTWORK	Y	670
13184		AR	ARTWORK	Y	340
13185		AR	ARTWORK	Y	375
13186		AR	ARTWORK	Y	540
13187		AR	ARTWORK	Y	195
13188		BK	BOOK	Y	7
13189		BK	BOOK	Y	35
13190		FR	FREEBIE	Y	0
13191		BK	BOOK	Y	13
13192		AR	ARTWORK	Y	795
13193		BK	BOOK	Y	14
13194		BK	BOOK	Y	14
13195		AR	ARTWORK	Y	500
13196		AR	ARTWORK	Y	645
13197		AR	ARTWORK	Y	750
13198		AR	ARTWORK	Y	580
13199		AR	ARTWORK	Y	675
13200		AR	ARTWORK	Y	823
13201		FR	FREEBIE	Y	0
13202		AR	ARTWORK	Y	500
13203		AR	ARTWORK	Y	595
13204		AR	ARTWORK	Y	823
13205		AR	ARTWORK	Y	2245
13206		AR	ARTWORK	Y	1125
13207		AR	ARTWORK	Y	1350
13208		AR	ARTWORK	Y	1665
13209		AR	ARTWORK	Y	1250
13210		AR	ARTWORK	Y	1350
13211		AR	ARTWORK	Y	2750
13212		AR	ARTWORK	Y	580
13213		AR	ARTWORK	Y	450
13214		AR	ARTWORK	Y	18
13215		AR	ARTWORK	Y	1350
13216		AR	ARTWORK	Y	2475
13217		AR	ARTWORK	Y	823
13218		AR	ARTWORK	Y	1500
13219		AR	ARTWORK	Y	1145
13220		AR	ARTWORK	Y	1500
13221		AR	ARTWORK	Y	585
13222		AR	ARTWORK	Y	1498
13223		AR	ARTWORK	Y	1337
13224		AR	ARTWORK	Y	1165
13225		AR	ARTWORK	Y	1782
13226		AR	ARTWORK	Y	1415
13227		AR	ARTWORK	Y	1412
13228		AR	ARTWORK	Y	1549
13229		AR	ARTWORK	Y	1228
13230		AR	ARTWORK	Y	195
13231		AR	ARTWORK	Y	306
13232		AR	ARTWORK	Y	1275
13233		AR	ARTWORK	Y	1498
13234		AR	ARTWORK	Y	1000
13235		AR	ARTWORK	Y	1165
13236		AR	ARTWORK	Y	948
13237		AR	ARTWORK	Y	1498
13238		AR	ARTWORK	Y	745
13239		AR	ARTWORK	Y	306
13240		AR	ARTWORK	Y	540
13241		AR	ARTWORK	Y	340
13242		AR	ARTWORK	Y	195
13243		AR	ARTWORK	Y	576
13244		AR	ARTWORK	Y	495
13245		AR	ARTWORK	Y	745
13246		AR	ARTWORK	Y	340
13247		AR	ARTWORK	Y	486
13248		AR	ARTWORK	Y	1050
13249		AR	ARTWORK	Y	1300
13250		AR	ARTWORK	Y	445
13251		OC	OCCASION	Y	10
13252		OC	OCCASION	Y	9
13253		OC	OCCASION	Y	14
13254		OC	OCCASION	Y	33
13255		AR	ARTWORK	Y	445
13256		BK	BOOK	Y	32
13257		AR	ARTWORK	Y	441
13258		AR	ARTWORK	Y	540
13259		GA	GAME	Y	20
13260		BK	BOOK	Y	29
13261		AR	ARTWORK	Y	745
13262		AR	ARTWORK	Y	375
13263		AR	ARTWORK	Y	540
13264		AR	ARTWORK	Y	340
13265		AR	ARTWORK	Y	340
13266		AR	ARTWORK	Y	306
13267		AR	ARTWORK	Y	396
13268		AR	ARTWORK	Y	340
13269		AR	ARTWORK	Y	495
13270		AR	ARTWORK	Y	495
13271		AR	ARTWORK	Y	175
13272		FR	FREEBIE	Y	0
13273		OC	OCCASION	Y	10
13274		AR	ARTWORK	Y	195
13275		AR	ARTWORK	Y	445
13276		AR	ARTWORK	Y	576
13277		AR	ARTWORK	Y	495
13278		AR	ARTWORK	Y	745
13279		AR	ARTWORK	Y	340
13280		AR	ARTWORK	Y	1500
13281		AR	ARTWORK	Y	375
13282		AR	ARTWORK	Y	840
13283		AR	ARTWORK	Y	540
13284		AR	ARTWORK	Y	195
13285		AR	ARTWORK	Y	670
13286		AR	ARTWORK	Y	340
13287		AR	ARTWORK	Y	486
13288		AR	ARTWORK	Y	195
13289		AR	ARTWORK	Y	340
13290		AR	ARTWORK	Y	337
13291		AR	ARTWORK	Y	195
13292		AR	ARTWORK	Y	340
13293		AR	ARTWORK	Y	540
13294		AR	ARTWORK	N	1850
13295		AR	ARTWORK	Y	1150
13296		AR	ARTWORK	Y	1390
13297		CA	CALENDAR	N	10
13298		CA	CALENDAR	Y	29
13299		CA	CALENDAR	Y	14
13300		AR	ARTWORK	Y	306
13301		AR	ARTWORK	Y	337
13302		AR	ARTWORK	Y	195
13303		AR	ARTWORK	Y	306
13304		AR	ARTWORK	Y	195
13305		AR	ARTWORK	Y	745
13306		AR	ARTWORK	Y	340
13307		AR	ARTWORK	Y	375
13308		AR	ARTWORK	Y	195
13309		AR	ARTWORK	Y	340
13310		AR	ARTWORK	Y	495
13311		AR	ARTWORK	Y	540
13312		FR	FREEBIE	Y	0
13313		AP	APPAREL	N	14
13314		AP	APPAREL	Y	14
13315		AP	APPAREL	Y	14
13316		AP	APPAREL	Y	19
13317		AR	ARTWORK	Y	29
13318		AP	APPAREL	N	19
13319		OC	OCCASION	Y	39
13320		AP	APPAREL	N	14
13321		OC	OCCASION	Y	14
13322		OC	OCCASION	N	69
13323		FR	FREEBIE	Y	0
13324		AR	ARTWORK	Y	195
13325		AR	ARTWORK	Y	340
13326		AR	ARTWORK	Y	498
13327		GA	GAME	Y	11
13328		GA	GAME	Y	10
13329		GA	GAME	Y	10
13330		GA	GAME	Y	6
13331		GA	GAME	Y	6
13332		GA	GAME	Y	6
13333		GA	GAME	Y	6
13334		AP	APPAREL	N	32
13335		OT	OTHER	Y	34
13336		BK	BOOK	Y	20
13337		BK	BOOK	Y	20
13338		BK	BOOK	Y	20
13339		BK	BOOK	Y	18
13340		BK	BOOK	Y	20
13341		BK	BOOK	Y	20
13342		BK	BOOK	Y	20
13343		BK	BOOK	Y	18
13344		BK	BOOK	Y	20
13345		BK	BOOK	Y	20
13346		BK	BOOK	Y	20
13347		BK	BOOK	Y	18
13348		BK	BOOK	Y	20
13349		BK	BOOK	Y	18
13350		BK	BOOK	Y	20
13351		BK	BOOK	Y	9
13352		AR	ARTWORK	Y	175
13353		AR	ARTWORK	Y	375
13354		AR	ARTWORK	Y	195
13355		FR	FREEBIE	Y	0
13356		AR	ARTWORK	Y	2750
13357		OT	OTHER	Y	34
13358		OT	OTHER	Y	34
13359		CA	CALENDAR	Y	26
13360		CA	CALENDAR	Y	24
13361		AR	ARTWORK	Y	372
13362		AR	ARTWORK	Y	175
13363		AR	ARTWORK	Y	195
13364		AR	ARTWORK	Y	340
13365		AR	ARTWORK	Y	340
13366		AR	ARTWORK	Y	195
13367		AR	ARTWORK	Y	340
13368		AR	ARTWORK	Y	337
13369		AR	ARTWORK	Y	486
13370		AR	ARTWORK	Y	195
13371		AR	ARTWORK	Y	195
13372		AR	ARTWORK	Y	306
13373		AR	ARTWORK	Y	540
13374		AR	ARTWORK	Y	375
13375		AR	ARTWORK	Y	195
13376		AR	ARTWORK	Y	306
13377		AR	ARTWORK	Y	486
13378		AR	ARTWORK	Y	195
13379		AR	ARTWORK	Y	670
13380		AR	ARTWORK	Y	306
13381		AR	ARTWORK	Y	195
13382		AR	ARTWORK	Y	745
13383		AR	ARTWORK	Y	340
13384		AR	ARTWORK	Y	540
13385		BK	BOOK	N	6
13386		BK	BOOK	N	25
13387		BK	BOOK	Y	16
13388		BK	BOOK	Y	17
13389		BK	BOOK	N	29
13390		BK	BOOK	N	14
13391		AR	ARTWORK	N	182
13392		AR	ARTWORK	N	333
13393		AR	ARTWORK	N	300
13394		AR	ARTWORK	N	418
13395		AR	ARTWORK	Y	215
13396		AR	ARTWORK	Y	370
13397		AR	ARTWORK	Y	418
13398		AR	ARTWORK	Y	215
13399		AR	ARTWORK	Y	370
13400		AR	ARTWORK	Y	300
13401		AR	ARTWORK	Y	418
13402		AR	ARTWORK	N	465
13403		AR	ARTWORK	N	215
13404		AR	ARTWORK	N	300
13405		AR	ARTWORK	N	395
13406		AR	ARTWORK	N	215
13407		AR	ARTWORK	N	296
13408		AR	ARTWORK	N	418
13409		AR	ARTWORK	Y	182
13410		AR	ARTWORK	Y	370
13411		AR	ARTWORK	Y	193
13412		AR	ARTWORK	Y	300
13413		AR	ARTWORK	Y	465
13414		AR	ARTWORK	Y	215
13415		AR	ARTWORK	Y	370
13416		AR	ARTWORK	Y	300
13417		AR	ARTWORK	Y	418
13418		AR	ARTWORK	N	418
13419		AR	ARTWORK	Y	465
13420		AR	ARTWORK	N	182
13421		AR	ARTWORK	N	314
13422		AR	ARTWORK	N	300
13423		AR	ARTWORK	N	465
13424		AR	ARTWORK	N	215
13425		AR	ARTWORK	Y	215
13426		AR	ARTWORK	Y	370
13427		AR	ARTWORK	Y	270
13428		AR	ARTWORK	Y	418
13429		AR	ARTWORK	Y	195
13430		AR	ARTWORK	Y	321
13431		AR	ARTWORK	Y	175
13432		AR	ARTWORK	Y	195
13433		AR	ARTWORK	Y	486
13434		AR	ARTWORK	Y	175
13435		AR	ARTWORK	Y	175
13436		AR	ARTWORK	Y	306
13437		AR	ARTWORK	Y	69
13438		OC	OCCASION	N	25
13439		BK	BOOK	Y	20
13440		BK	BOOK	Y	14
13441		AR	ARTWORK	Y	195
13442		AR	ARTWORK	Y	306
13443		AR	ARTWORK	Y	375
13444		AR	ARTWORK	Y	540
13445		AR	ARTWORK	Y	195
13446		AR	ARTWORK	Y	26
13447		AR	ARTWORK	Y	69
13448		AR	ARTWORK	Y	49
13449		AR	ARTWORK	Y	69
13450		AR	ARTWORK	Y	49
13451		AR	ARTWORK	Y	69
13452		AR	ARTWORK	Y	49
13453		AR	ARTWORK	Y	29
13454		AR	ARTWORK	Y	69
13455		AR	ARTWORK	Y	44
13456		AR	ARTWORK	Y	26
13457		AR	ARTWORK	Y	69
13458		AR	ARTWORK	Y	44
13459		AR	ARTWORK	Y	69
13460		AR	ARTWORK	Y	69
13461		AR	ARTWORK	Y	49
13462		AR	ARTWORK	Y	29
13463		AR	ARTWORK	Y	69
13464		AR	ARTWORK	Y	49
13465		AR	ARTWORK	Y	29
13466		AR	ARTWORK	Y	69
13467		AR	ARTWORK	Y	29
13468		AR	ARTWORK	Y	69
13469		AR	ARTWORK	Y	49
13470		CA	CALENDAR	Y	24
13471		OC	OCCASION	Y	9
13472		AR	ARTWORK	Y	195
13473		AR	ARTWORK	Y	340
13474		AR	ARTWORK	Y	486
13475		AR	ARTWORK	Y	195
13476		AR	ARTWORK	Y	340
13477		AR	ARTWORK	Y	195
13478		AR	ARTWORK	Y	745
13479		AR	ARTWORK	Y	195
13480		AR	ARTWORK	Y	375
13481		AR	ARTWORK	Y	195
13482		AR	ARTWORK	Y	340
13483		AR	ARTWORK	Y	195
13484		AR	ARTWORK	Y	340
13485		AR	ARTWORK	Y	1150
13486		AR	ARTWORK	Y	486
13487		AR	ARTWORK	Y	175
13488		AR	ARTWORK	Y	340
13489		AR	ARTWORK	Y	195
13490		AR	ARTWORK	Y	340
13491		AR	ARTWORK	Y	306
13492		AR	ARTWORK	Y	195
13493		AR	ARTWORK	Y	306
13494		OC	OCCASION	Y	19
13495		AR	ARTWORK	Y	340
13496		AR	ARTWORK	Y	540
13497		AR	ARTWORK	Y	495
13498		AR	ARTWORK	Y	640
13499		AR	ARTWORK	Y	840
13500		BK	BOOK	Y	13
13501		AR	ARTWORK	Y	195
13502		AR	ARTWORK	Y	175
13503		AR	ARTWORK	Y	670
13504		AR	ARTWORK	Y	195
13505		AR	ARTWORK	Y	195
13506		AR	ARTWORK	Y	29
13507		AR	ARTWORK	Y	69
13508		AR	ARTWORK	Y	29
13509		AR	ARTWORK	Y	62
13510		AR	ARTWORK	Y	49
13511		AR	ARTWORK	Y	29
13512		AR	ARTWORK	Y	29
13513		AR	ARTWORK	Y	69
13514		AR	ARTWORK	Y	49
13515		AR	ARTWORK	Y	29
13516		AR	ARTWORK	Y	62
13517		AR	ARTWORK	Y	49
13518		AR	ARTWORK	Y	29
13519		AR	ARTWORK	Y	29
13520		AR	ARTWORK	Y	69
13521		AR	ARTWORK	Y	49
13522		AR	ARTWORK	Y	29
13523		AR	ARTWORK	Y	62
13524		AR	ARTWORK	Y	29
13525		AR	ARTWORK	Y	69
13526		AR	ARTWORK	Y	29
13527		AR	ARTWORK	Y	69
13528		AR	ARTWORK	Y	24
13529		AR	ARTWORK	Y	29
13530		AR	ARTWORK	Y	69
13531		AR	ARTWORK	Y	49
13532		BK	BOOK	N	27
13533		BK	BOOK	Y	15
13534		GA	GAME	Y	9
13535		GA	GAME	Y	9
13536		GA	GAME	Y	10
13537		GA	GAME	Y	11
13538		GA	GAME	Y	9
13539		GA	GAME	Y	6
13540		GA	GAME	Y	10
13541		GA	GAME	Y	6
13542		GA	GAME	Y	6
13543		GA	GAME	Y	11
13544		GA	GAME	Y	9
13545		GA	GAME	Y	6
13546		GA	GAME	Y	11
13547		AR	ARTWORK	Y	195
13548		AR	ARTWORK	Y	340
13549		OC	OCCASION	N	29
13550		AR	ARTWORK	Y	195
13551		AR	ARTWORK	Y	195
13552		AR	ARTWORK	Y	195
13553		AR	ARTWORK	Y	340
13554		AR	ARTWORK	Y	306
13555		FR	FREEBIE	Y	0
13556		OC	OCCASION	Y	25
13557		OC	OCCASION	Y	25
13558		AR	ARTWORK	Y	195
13559		AR	ARTWORK	Y	486
13560		AR	ARTWORK	Y	195
13561		AR	ARTWORK	Y	195
13562		AR	ARTWORK	Y	255
13563		BK	BOOK	Y	15
13564		BK	BOOK	Y	17
13565		AR	ARTWORK	Y	195
13566		AR	ARTWORK	Y	536
13567		AR	ARTWORK	Y	146
13568		AR	ARTWORK	Y	670
13569		AR	ARTWORK	Y	195
13570		AR	ARTWORK	Y	195
13571		AR	ARTWORK	Y	670
13572		AR	ARTWORK	Y	306
13573		AR	ARTWORK	Y	495
13574		AR	ARTWORK	Y	306
13575		AR	ARTWORK	Y	1390
13576		AR	ARTWORK	Y	171
13577		AR	ARTWORK	Y	195
13578		AR	ARTWORK	Y	195
13579		AR	ARTWORK	Y	340
13580		AR	ARTWORK	Y	340
13581		AR	ARTWORK	Y	375
13582		AR	ARTWORK	Y	195
13583		AR	ARTWORK	Y	340
13584		AR	ARTWORK	Y	405
13585		AR	ARTWORK	Y	195
13586		AR	ARTWORK	Y	340
13587		AR	ARTWORK	Y	540
13588		AR	ARTWORK	Y	188
13589		AR	ARTWORK	Y	195
13590		AR	ARTWORK	Y	29
13591		AR	ARTWORK	Y	62
13592		AR	ARTWORK	Y	180
13593		AR	ARTWORK	Y	175
13594		AR	ARTWORK	Y	195
13595		AR	ARTWORK	Y	340
13596		AR	ARTWORK	Y	375
13597		AR	ARTWORK	Y	540
13598		AR	ARTWORK	Y	195
13599		AR	ARTWORK	Y	340
13600		AR	ARTWORK	Y	337
13601		AR	ARTWORK	Y	540
13602		AR	ARTWORK	Y	136
13603		AR	ARTWORK	Y	745
13604		AR	ARTWORK	Y	306
13605		AR	ARTWORK	Y	195
13606		AR	ARTWORK	Y	340
13607		AR	ARTWORK	Y	195
13608		AR	ARTWORK	Y	745
13609		AR	ARTWORK	Y	340
13610		AR	ARTWORK	Y	459
13611		AR	ARTWORK	Y	195
13612		AR	ARTWORK	Y	146
13613		AR	ARTWORK	Y	340
13614		AR	ARTWORK	Y	195
13615		AR	ARTWORK	Y	495
13616		AR	ARTWORK	Y	558
13617		AR	ARTWORK	Y	340
13618		AR	ARTWORK	Y	375
13619		AR	ARTWORK	Y	540
13620		GA	GAME	Y	12
13621		CA	CALENDAR	Y	14
13622		GA	GAME	Y	14
13623		AR	ARTWORK	N	13
13624		AR	ARTWORK	Y	29
13625		AR	ARTWORK	Y	69
13626		AR	ARTWORK	Y	49
13627		BK	BOOK	Y	11
13628		BK	BOOK	Y	17
13629		BK	BOOK	Y	35
13630		BK	BOOK	Y	17
13631		BK	BOOK	Y	50
13632		AR	ARTWORK	Y	495
13633		AR	ARTWORK	Y	576
13634		AR	ARTWORK	Y	175
13635		AR	ARTWORK	Y	340
13636		AR	ARTWORK	Y	195
13637		AR	ARTWORK	Y	306
13638		AR	ARTWORK	Y	540
13639		AR	ARTWORK	Y	29
13640		AR	ARTWORK	Y	69
13641		AR	ARTWORK	Y	69
13642		AR	ARTWORK	Y	49
13643		BK	BOOK	Y	17
13644		AP	APPAREL	Y	19
13645		OT	OTHER	Y	15
13646		OT	OTHER	Y	15
13647		OT	OTHER	Y	19
13648		AR	ARTWORK	Y	421
13649		AR	ARTWORK	Y	503
13650		AR	ARTWORK	Y	478
13651		OT	OTHER	Y	19
13652		AR	ARTWORK	Y	168
13653		AR	ARTWORK	Y	306
13654		AR	ARTWORK	Y	195
13655		AR	ARTWORK	Y	840
13656		AR	ARTWORK	Y	445
13657		AR	ARTWORK	Y	591
13658		AR	ARTWORK	N	340
13659		AR	ARTWORK	N	340
13660		AR	ARTWORK	N	540
13661		AR	ARTWORK	N	340
13662		AR	ARTWORK	N	540
13663		AR	ARTWORK	N	340
13664		AR	ARTWORK	N	745
13665		AR	ARTWORK	N	340
13666		AR	ARTWORK	N	540
13667		AR	ARTWORK	N	745
13668		AR	ARTWORK	N	306
13669		AR	ARTWORK	N	540
13670		AR	ARTWORK	N	340
13671		AR	ARTWORK	N	540
13672		AR	ARTWORK	N	670
13673		AR	ARTWORK	N	306
13674		AR	ARTWORK	N	540
13675		AR	ARTWORK	N	306
13676		AR	ARTWORK	Y	29
13677		AR	ARTWORK	Y	69
13678		AR	ARTWORK	Y	49
13679		AR	ARTWORK	Y	175
13680		AR	ARTWORK	Y	670
13681		AR	ARTWORK	Y	340
13682		AR	ARTWORK	Y	486
13683		OT	OTHER	Y	24
13684		OT	OTHER	Y	24
13685		OT	OTHER	Y	24
13686		AR	ARTWORK	Y	175
13687		AR	ARTWORK	N	195
13688		AR	ARTWORK	N	195
13689		AR	ARTWORK	Y	2350
13690		AR	ARTWORK	Y	2100
13691		AR	ARTWORK	Y	1600
13692		AR	ARTWORK	Y	1765
13693		AR	ARTWORK	Y	1600
13694		AR	ARTWORK	Y	1600
13695		AR	ARTWORK	Y	1765
13696		AR	ARTWORK	Y	2350
13697		AR	ARTWORK	Y	1600
13698		AR	ARTWORK	Y	1765
13699		AR	ARTWORK	Y	2350
13700		AR	ARTWORK	Y	1600
13701		AR	ARTWORK	Y	1360
13702		AR	ARTWORK	Y	1600
13703		AR	ARTWORK	Y	340
13704		AR	ARTWORK	Y	195
13705		AR	ARTWORK	Y	175
13706		AR	ARTWORK	Y	670
13707		AR	ARTWORK	Y	340
13708		AR	ARTWORK	Y	337
13709		AR	ARTWORK	Y	486
13710		AR	ARTWORK	Y	195
13711		AR	ARTWORK	Y	745
13712		AR	ARTWORK	Y	340
13713		AR	ARTWORK	Y	375
13714		AR	ARTWORK	Y	540
13715		AR	ARTWORK	Y	337
13716		AR	ARTWORK	Y	340
13717		AR	ARTWORK	Y	195
13718		AR	ARTWORK	Y	175
13719		AR	ARTWORK	Y	495
13720		AR	ARTWORK	Y	255
13721		AR	ARTWORK	Y	486
13722		AR	ARTWORK	Y	340
13723		AR	ARTWORK	Y	195
13724		AR	ARTWORK	Y	195
13725		AR	ARTWORK	Y	745
13726		AR	ARTWORK	Y	340
13727		AR	ARTWORK	Y	337
13728		AR	ARTWORK	Y	540
13729		AR	ARTWORK	Y	175
13730		AR	ARTWORK	Y	195
13731		AR	ARTWORK	Y	340
13732		AR	ARTWORK	Y	375
13733		AR	ARTWORK	Y	486
13734		AR	ARTWORK	Y	195
13735		AR	ARTWORK	Y	495
13736		AR	ARTWORK	Y	745
13737		AR	ARTWORK	Y	340
13738		AR	ARTWORK	Y	486
13739		AR	ARTWORK	Y	195
13740		AR	ARTWORK	Y	195
13741		AR	ARTWORK	Y	375
13742		AR	ARTWORK	Y	195
13743		AR	ARTWORK	Y	340
13744		AR	ARTWORK	Y	375
13745		AR	ARTWORK	Y	340
13746		AR	ARTWORK	Y	29
13747		AR	ARTWORK	Y	69
13748		AR	ARTWORK	Y	49
13749		AR	ARTWORK	Y	306
13750		AR	ARTWORK	Y	195
13751		AR	ARTWORK	Y	195
13752		AR	ARTWORK	N	1150
13753		AR	ARTWORK	Y	195
13754		AR	ARTWORK	Y	495
13755		AR	ARTWORK	Y	340
13756		AR	ARTWORK	Y	375
13757		AR	ARTWORK	Y	486
13758		AR	ARTWORK	Y	195
13759		AR	ARTWORK	Y	495
13760		AR	ARTWORK	Y	306
13761		AR	ARTWORK	Y	337
13762		AR	ARTWORK	Y	540
13763		AR	ARTWORK	Y	195
13764		AR	ARTWORK	Y	745
13765		AR	ARTWORK	Y	340
13766		AR	ARTWORK	Y	1150
13767		AR	ARTWORK	Y	1545
13768		AR	ARTWORK	Y	375
13769		AR	ARTWORK	Y	459
13770		AR	ARTWORK	Y	340
13771		AR	ARTWORK	Y	195
13772		AR	ARTWORK	Y	340
13773		AR	ARTWORK	Y	195
13774		AR	ARTWORK	Y	195
13775		AR	ARTWORK	Y	340
13776		AR	ARTWORK	Y	10
13777		AR	ARTWORK	Y	306
13778		AR	ARTWORK	Y	340
13779		AR	ARTWORK	Y	165
13780		AR	ARTWORK	Y	340
13781		AR	ARTWORK	Y	195
13782		AR	ARTWORK	Y	306
13783		AR	ARTWORK	Y	195
13784		AR	ARTWORK	Y	745
13785		AR	ARTWORK	Y	306
13786		AR	ARTWORK	Y	540
13787		AR	ARTWORK	Y	175
13788		AR	ARTWORK	Y	745
13789		AR	ARTWORK	Y	195
13790		AR	ARTWORK	Y	340
13791		AR	ARTWORK	Y	375
13792		AR	ARTWORK	N	195
13793		AR	ARTWORK	N	340
13794		BK	BOOK	Y	15
13795		AR	ARTWORK	Y	486
13796		AR	ARTWORK	Y	633
13797		AR	ARTWORK	Y	195
13798		AR	ARTWORK	Y	195
13799		OT	OTHER	Y	17
13800		AR	ARTWORK	Y	29
13801		BK	BOOK	Y	26
13802		AR	ARTWORK	Y	420
13803		GA	GAME	Y	9
13804		GA	GAME	Y	6
13805		GA	GAME	Y	9
13806		GA	GAME	Y	10
13807		GA	GAME	Y	6
13808		GA	GAME	Y	9
13809		GA	GAME	Y	6
13810		GA	GAME	Y	12
13811		GA	GAME	Y	6
13812		GA	GAME	Y	12
13813		AR	ARTWORK	Y	195
13814		AR	ARTWORK	Y	576
13815		AR	ARTWORK	Y	495
13816		AR	ARTWORK	Y	745
13817		AR	ARTWORK	Y	340
13818		AR	ARTWORK	Y	375
13819		AR	ARTWORK	Y	486
13820		GA	GAME	Y	6
13821		GA	GAME	Y	10
13822		AR	ARTWORK	Y	195
13823		AR	ARTWORK	Y	670
13824		AR	ARTWORK	Y	340
13825		AR	ARTWORK	Y	375
13826		AR	ARTWORK	Y	540
13827		AR	ARTWORK	Y	306
13828		AR	ARTWORK	Y	175
13829		AR	ARTWORK	Y	445
13830		AR	ARTWORK	Y	670
13831		AR	ARTWORK	Y	340
13832		AR	ARTWORK	Y	337
13833		AR	ARTWORK	Y	540
13834		AR	ARTWORK	Y	195
13835		BK	BOOK	Y	22
13836		AR	ARTWORK	Y	459
13837		AR	ARTWORK	Y	175
13838		AR	ARTWORK	Y	670
13839		AR	ARTWORK	Y	306
13840		AR	ARTWORK	Y	486
13841		AR	ARTWORK	Y	175
13842		AR	ARTWORK	Y	745
13843		AR	ARTWORK	Y	175
13844		AR	ARTWORK	Y	306
13845		AR	ARTWORK	Y	375
13846		AR	ARTWORK	Y	486
13847		AR	ARTWORK	Y	195
13848		AR	ARTWORK	Y	665
13849		AR	ARTWORK	Y	550
13850		AR	ARTWORK	Y	195
13851		AR	ARTWORK	Y	340
13852		AR	ARTWORK	Y	486
13853		AR	ARTWORK	Y	185
13854		AR	ARTWORK	Y	375
13855		AR	ARTWORK	Y	486
13856		AR	ARTWORK	Y	195
13857		AR	ARTWORK	Y	195
13858		AR	ARTWORK	Y	195
13859		AR	ARTWORK	Y	540
13860		BK	BOOK	Y	25
13861		BK	BOOK	Y	148
13862		AR	ARTWORK	Y	459
13863		AR	ARTWORK	Y	195
13864		AR	ARTWORK	Y	340
13865		AR	ARTWORK	Y	486
13866		AR	ARTWORK	Y	195
13867		AR	ARTWORK	Y	195
13868		AR	ARTWORK	Y	195
13869		AR	ARTWORK	Y	495
13870		AR	ARTWORK	Y	670
13871		AR	ARTWORK	Y	340
13872		AR	ARTWORK	Y	375
13873		AR	ARTWORK	Y	540
13874		AR	ARTWORK	Y	195
13875		AR	ARTWORK	Y	340
13876		AR	ARTWORK	Y	195
13877		AR	ARTWORK	Y	745
13878		AR	ARTWORK	Y	340
13879		AR	ARTWORK	Y	375
13880		AR	ARTWORK	Y	459
13881		AR	ARTWORK	Y	175
13882		AR	ARTWORK	Y	340
13883		AR	ARTWORK	Y	375
13884		GA	GAME	Y	49
13885		BK	BOOK	Y	15
13886		AR	ARTWORK	N	215
13887		AR	ARTWORK	Y	193
13888		AR	ARTWORK	Y	288
13889		AR	ARTWORK	Y	324
13890		AR	ARTWORK	Y	435
13891		AR	ARTWORK	Y	193
13892		AR	ARTWORK	Y	505
13893		AR	ARTWORK	Y	355
13894		AR	ARTWORK	Y	1265
13895		AR	ARTWORK	Y	1550
13896		AR	ARTWORK	Y	195
13897		AR	ARTWORK	Y	445
13898		AR	ARTWORK	Y	745
13899		AR	ARTWORK	Y	340
13900		AR	ARTWORK	Y	375
13901		AR	ARTWORK	Y	540
13902		BK	BOOK	Y	20
13903		BK	BOOK	Y	20
13904		AR	ARTWORK	Y	395
13905		AR	ARTWORK	Y	395
13906		AR	ARTWORK	Y	340
13907		AR	ARTWORK	Y	195
13908		AR	ARTWORK	Y	340
13909		AR	ARTWORK	Y	340
13910		AR	ARTWORK	Y	175
13911		AR	ARTWORK	Y	340
13912		AR	ARTWORK	Y	195
13913		AR	ARTWORK	Y	306
13914		AR	ARTWORK	Y	215
13915		AR	ARTWORK	Y	504
13916		AR	ARTWORK	Y	195
13917		AR	ARTWORK	Y	340
13918		AR	ARTWORK	Y	540
13919		FR	FREEBIE	Y	0
13920		OT	OTHER	Y	14
13921		OT	OTHER	Y	9
13922		AP	APPAREL	Y	19
13923		OC	OCCASION	Y	22
13924		OC	OCCASION	Y	22
13925		AR	ARTWORK	Y	340
13926		BK	BOOK	Y	25
13927		BK	BOOK	Y	26
13928		AR	ARTWORK	Y	915
13929		AR	ARTWORK	Y	340
13930		AR	ARTWORK	Y	395
13931		AR	ARTWORK	Y	395
13932		AR	ARTWORK	Y	395
13933		AR	ARTWORK	Y	395
13934		AR	ARTWORK	Y	625
13935		AR	ARTWORK	Y	395
13936		AR	ARTWORK	Y	625
13937		AR	ARTWORK	Y	395
13938		AR	ARTWORK	Y	395
13939		AR	ARTWORK	Y	355
13940		AR	ARTWORK	Y	175
13941		AR	ARTWORK	Y	340
13942		AR	ARTWORK	Y	486
13943		AR	ARTWORK	N	625
13944		AR	ARTWORK	Y	495
13945		AR	ARTWORK	Y	495
13946		AR	ARTWORK	Y	495
13947		AR	ARTWORK	Y	495
13948		AR	ARTWORK	Y	495
13949		AR	ARTWORK	Y	495
13950		AR	ARTWORK	Y	495
13951		GA	GAME	Y	9
13952		GA	GAME	Y	10
13953		GA	GAME	Y	6
13954		GA	GAME	Y	6
13955		GA	GAME	Y	6
13956		GA	GAME	Y	6
13957		GA	GAME	Y	11
